# index  mean  stderr
1.8500000000e+02 1.3605501628e-01 5.9289247605e-03
1.8600000000e+02 1.3537020060e-01 6.1353656852e-03
1.8700000000e+02 1.2821634566e-01 6.5483290643e-03
1.8800000000e+02 1.2789889219e-01 7.1123528504e-03
1.8900000000e+02 1.2716528810e-01 7.4092677850e-03
1.9000000000e+02 1.2792846291e-01 7.4636620270e-03
1.9100000000e+02 1.2498441701e-01 7.3833311858e-03
1.9200000000e+02 1.2440369588e-01 7.2953527453e-03
1.9300000000e+02 1.2539072122e-01 7.3518137955e-03
1.9400000000e+02 1.2791734120e-01 7.6112107907e-03
1.9500000000e+02 1.2460777932e-01 7.0902749485e-03
1.9600000000e+02 1.2705165409e-01 6.5493627506e-03
1.9700000000e+02 1.2531450471e-01 6.4914743988e-03
1.9800000000e+02 1.2564794541e-01 6.4921874888e-03
1.9900000000e+02 1.1891468707e-01 6.6021524196e-03
2.0000000000e+02 1.2189878430e-01 6.8477487128e-03
2.0100000000e+02 1.2603156645e-01 6.5452545275e-03
2.0200000000e+02 1.2386525589e-01 6.6218860936e-03
2.0300000000e+02 1.2338169304e-01 6.6999209643e-03
2.0400000000e+02 1.2380468763e-01 6.2615574473e-03
2.0500000000e+02 1.1867692312e-01 6.3422102310e-03
2.0600000000e+02 1.1349782841e-01 6.1651973592e-03
2.0700000000e+02 1.0604681449e-01 6.2383062614e-03
2.0800000000e+02 1.0943104556e-01 5.9180434545e-03
2.0900000000e+02 1.1065399312e-01 6.1845974503e-03
2.1000000000e+02 1.1290028355e-01 6.7122590436e-03
2.1100000000e+02 1.0999439294e-01 7.0391879441e-03
2.1200000000e+02 1.1317135463e-01 6.8421757291e-03
2.1300000000e+02 1.1883974301e-01 6.4158258882e-03
2.1400000000e+02 1.1921053558e-01 6.1953466443e-03
2.1500000000e+02 1.1940224817e-01 5.5617757897e-03
2.1600000000e+02 1.1703279204e-01 5.5236231257e-03
2.1700000000e+02 1.1620129368e-01 5.7679681957e-03
2.1800000000e+02 1.1723125624e-01 6.6847426383e-03
2.1900000000e+02 1.2187118282e-01 7.1355073241e-03
2.2000000000e+02 1.2519563357e-01 6.8719430500e-03
2.2100000000e+02 1.2524985971e-01 6.3674013759e-03
2.2200000000e+02 1.2442723339e-01 6.2008498049e-03
2.2300000000e+02 1.2139333172e-01 6.5667693628e-03
2.2400000000e+02 1.2106960580e-01 5.8029604462e-03
2.2500000000e+02 1.2328627711e-01 5.7400229523e-03
2.2600000000e+02 1.2071676203e-01 5.6661728838e-03
2.2700000000e+02 1.2312071930e-01 6.1844595668e-03
2.2800000000e+02 1.2043926392e-01 5.9564911331e-03
2.2900000000e+02 1.1602491043e-01 6.1052278952e-03
2.3000000000e+02 1.1721058101e-01 5.8330936006e-03
2.3100000000e+02 1.2199191858e-01 5.7596880465e-03
2.3200000000e+02 1.1691774586e-01 6.1313972356e-03
2.3300000000e+02 1.1234271732e-01 5.8743496781e-03
2.3400000000e+02 1.1457429741e-01 5.7787178842e-03
2.3500000000e+02 1.1618265396e-01 6.0515325591e-03
2.3600000000e+02 1.1604766020e-01 5.9020247490e-03
2.3700000000e+02 1.1919126852e-01 6.1906532987e-03
2.3800000000e+02 1.2299714797e-01 6.4653007371e-03
2.3900000000e+02 1.2659732816e-01 5.9038773821e-03
2.4000000000e+02 1.2741291880e-01 5.4123854361e-03
2.4100000000e+02 1.2259927574e-01 5.6019734054e-03
2.4200000000e+02 1.2061859065e-01 5.7185674067e-03
2.4300000000e+02 1.2251514253e-01 5.9907054079e-03
2.4400000000e+02 1.2431180751e-01 6.2056156961e-03
2.4500000000e+02 1.2052402228e-01 6.6259089999e-03
2.4600000000e+02 1.1609297144e-01 6.8423938622e-03
2.4700000000e+02 1.1819668781e-01 6.9643432464e-03
2.4800000000e+02 1.1936698306e-01 6.6445089177e-03
2.4900000000e+02 1.2493654682e-01 6.6544323049e-03
2.5000000000e+02 1.2826749451e-01 6.7846143909e-03
2.5100000000e+02 1.3286299205e-01 6.8396444343e-03
2.5200000000e+02 1.3295546121e-01 6.8342181359e-03
2.5300000000e+02 1.3684775186e-01 6.3483320767e-03
2.5400000000e+02 1.2831142702e-01 6.3919420925e-03
2.5500000000e+02 1.2198928774e-01 6.4130108091e-03
2.5600000000e+02 1.1984606759e-01 6.5702704332e-03
2.5700000000e+02 1.2266108875e-01 6.4895445343e-03
2.5800000000e+02 1.2520019467e-01 6.6098039912e-03
2.5900000000e+02 1.2563531751e-01 6.8380917938e-03
2.6000000000e+02 1.2608591363e-01 7.0871130728e-03
2.6100000000e+02 1.2126637904e-01 7.1182587476e-03
2.6200000000e+02 1.1884110271e-01 7.0542330393e-03
2.6300000000e+02 1.1487940021e-01 6.0898420809e-03
2.6400000000e+02 1.1163235440e-01 5.6728580976e-03
2.6500000000e+02 1.0838734091e-01 5.8543855940e-03
2.6600000000e+02 1.0874320362e-01 5.9285360242e-03
2.6700000000e+02 1.1276746433e-01 7.0463372116e-03
2.6800000000e+02 1.1503616765e-01 7.5650817707e-03
2.6900000000e+02 1.2136057576e-01 7.5381625578e-03
2.7000000000e+02 1.1745893219e-01 6.9874923529e-03
2.7100000000e+02 1.1786719807e-01 7.3965597199e-03
2.7200000000e+02 1.2208416810e-01 7.5436324491e-03
2.7300000000e+02 1.1884355712e-01 7.2021508946e-03
2.7400000000e+02 1.1721648858e-01 7.1526904622e-03
2.7500000000e+02 1.1517664057e-01 6.9218379193e-03
2.7600000000e+02 1.1752081204e-01 6.6224505848e-03
2.7700000000e+02 1.2063609328e-01 6.1800179040e-03
2.7800000000e+02 1.1744997028e-01 6.5001405413e-03
2.7900000000e+02 1.1715852962e-01 6.8845855016e-03
2.8000000000e+02 1.2077761888e-01 6.9916774151e-03
2.8100000000e+02 1.2294370400e-01 7.0985066143e-03
2.8200000000e+02 1.2394820849e-01 6.8446529757e-03
2.8300000000e+02 1.2508236516e-01 6.6271319125e-03
2.8400000000e+02 1.2376968963e-01 6.2626848944e-03
2.8500000000e+02 1.2051814139e-01 6.0943010271e-03
2.8600000000e+02 1.1948541234e-01 6.5119091514e-03
2.8700000000e+02 1.2226937384e-01 6.8994848861e-03
2.8800000000e+02 1.2522883779e-01 7.2935473043e-03
2.8900000000e+02 1.2218601334e-01 7.5715887865e-03
2.9000000000e+02 1.2561120697e-01 7.3284914895e-03
2.9100000000e+02 1.2551331568e-01 7.2626152111e-03
2.9200000000e+02 1.2132074394e-01 6.8645882678e-03
2.9300000000e+02 1.1587683905e-01 6.8033867031e-03
2.9400000000e+02 1.1579628371e-01 6.5064094535e-03
2.9500000000e+02 1.1899699312e-01 6.3468076526e-03
2.9600000000e+02 1.2169859299e-01 6.4665158373e-03
2.9700000000e+02 1.2352874254e-01 6.3955802110e-03
2.9800000000e+02 1.2029209122e-01 6.6196180864e-03
2.9900000000e+02 1.1496169078e-01 6.8327910687e-03
3.0000000000e+02 1.1426564579e-01 6.8130874489e-03
3.0100000000e+02 1.1462225779e-01 6.6246992428e-03
3.0200000000e+02 1.1502538330e-01 6.4450558891e-03
3.0300000000e+02 1.1431639134e-01 6.0832320988e-03
3.0400000000e+02 1.1463224883e-01 6.1057341496e-03
3.0500000000e+02 1.2245413810e-01 6.5532218963e-03
3.0600000000e+02 1.2579965353e-01 6.7505691494e-03
3.0700000000e+02 1.2147747890e-01 6.6292947963e-03
3.0800000000e+02 1.1889268268e-01 7.0046614119e-03
3.0900000000e+02 1.1750331122e-01 7.2863025877e-03
3.1000000000e+02 1.1573588637e-01 7.1340574678e-03
3.1100000000e+02 1.1680774299e-01 6.7315338075e-03
3.1200000000e+02 1.1073489325e-01 6.1682841968e-03
3.1300000000e+02 1.1391115948e-01 6.0989805186e-03
3.1400000000e+02 1.1525581726e-01 5.9230453605e-03
3.1500000000e+02 1.1313561120e-01 5.9161374971e-03
3.1600000000e+02 1.1021773381e-01 6.1380000787e-03
3.1700000000e+02 1.0574942453e-01 5.8474705722e-03
3.1800000000e+02 1.0320379789e-01 6.1085519887e-03
3.1900000000e+02 1.1221226390e-01 6.5560196401e-03
3.2000000000e+02 1.1947866533e-01 6.7314740887e-03
3.2100000000e+02 1.2520013413e-01 6.9334048731e-03
3.2200000000e+02 1.2501410464e-01 6.7339727149e-03
3.2300000000e+02 1.2140724945e-01 6.2488193113e-03
3.2400000000e+02 1.1611849570e-01 5.8960401147e-03
3.2500000000e+02 1.1229173574e-01 5.8810156083e-03
3.2600000000e+02 1.1067133652e-01 5.9129819121e-03
3.2700000000e+02 1.1296351756e-01 5.9939383486e-03
3.2800000000e+02 1.1142481993e-01 6.4744091897e-03
3.2900000000e+02 1.1364239766e-01 6.5789630687e-03
3.3000000000e+02 1.1344144101e-01 6.2020348456e-03
3.3100000000e+02 1.1375300781e-01 6.8666334684e-03
3.3200000000e+02 1.1592453887e-01 6.9819876559e-03
3.3300000000e+02 1.1628242864e-01 6.9550823477e-03
3.3400000000e+02 1.1653564343e-01 6.4409525920e-03
3.3500000000e+02 1.1447958349e-01 6.6219287881e-03
3.3600000000e+02 1.1156281749e-01 6.5856523670e-03
3.3700000000e+02 1.1123810876e-01 6.0117836014e-03
3.3800000000e+02 1.1224103613e-01 5.5348128408e-03
3.3900000000e+02 1.1032363908e-01 5.4889147831e-03
3.4000000000e+02 1.1068475866e-01 5.8491829856e-03
3.4100000000e+02 1.0938184547e-01 6.1111104948e-03
3.4200000000e+02 1.1359181060e-01 6.0881264158e-03
3.4300000000e+02 1.1337784163e-01 6.0739714824e-03
3.4400000000e+02 1.1556883023e-01 5.8167287440e-03
3.4500000000e+02 1.1957828968e-01 5.4538843234e-03
3.4600000000e+02 1.2004578808e-01 5.4706121133e-03
3.4700000000e+02 1.1312755339e-01 5.6475422085e-03
3.4800000000e+02 1.0981680472e-01 5.8868969697e-03
3.4900000000e+02 1.0924594169e-01 6.2880746355e-03
3.5000000000e+02 1.1361704473e-01 6.2847381572e-03
3.5100000000e+02 1.1344540210e-01 6.4468399810e-03
3.5200000000e+02 1.1464097199e-01 5.9444788432e-03
3.5300000000e+02 1.1540375098e-01 5.7230807643e-03
3.5400000000e+02 1.2166035127e-01 6.1154003119e-03
3.5500000000e+02 1.2865581738e-01 6.9698475858e-03
3.5600000000e+02 1.2238642600e-01 7.1806780266e-03
3.5700000000e+02 1.1835436048e-01 6.7648556692e-03
3.5800000000e+02 1.1312434272e-01 5.9006156716e-03
3.5900000000e+02 1.0733817837e-01 5.8305719019e-03
3.6000000000e+02 1.0262943285e-01 5.3932584409e-03
3.6100000000e+02 1.0232198995e-01 5.1130016776e-03
3.6200000000e+02 1.0378956563e-01 5.3052982820e-03
3.6300000000e+02 1.0939771236e-01 5.4816874050e-03
3.6400000000e+02 1.1525120910e-01 5.4098713481e-03
3.6500000000e+02 1.1860160008e-01 5.2890094148e-03
3.6600000000e+02 1.1690804100e-01 5.8664781004e-03
3.6700000000e+02 1.1416818318e-01 5.9678881264e-03
3.6800000000e+02 1.1446017829e-01 6.0535781469e-03
3.6900000000e+02 1.1521527587e-01 5.7661153651e-03
3.7000000000e+02 1.1325481598e-01 5.8871900709e-03
3.7100000000e+02 1.1048934834e-01 6.0774054038e-03
3.7200000000e+02 1.1002862086e-01 5.9011968246e-03
3.7300000000e+02 1.1058759688e-01 6.0311973942e-03
3.7400000000e+02 1.0576450700e-01 5.9935022377e-03
3.7500000000e+02 1.0500642018e-01 5.9061145705e-03
3.7600000000e+02 1.1038827417e-01 5.7200708842e-03
3.7700000000e+02 1.1099630835e-01 5.6984441123e-03
3.7800000000e+02 1.0786680106e-01 6.0229613474e-03
3.7900000000e+02 1.0758071527e-01 5.9911787614e-03
3.8000000000e+02 1.0983043733e-01 5.7422774843e-03
3.8100000000e+02 1.0968220754e-01 5.8066212268e-03
3.8200000000e+02 1.1165608701e-01 5.7135697320e-03
3.8300000000e+02 1.0999794979e-01 5.8432827091e-03
3.8400000000e+02 1.0857480564e-01 5.3966033699e-03
3.8500000000e+02 1.0850888906e-01 5.4684214139e-03
3.8600000000e+02 1.0878699843e-01 6.0263870051e-03
3.8700000000e+02 1.1405534587e-01 6.5767774314e-03
3.8800000000e+02 1.2073946218e-01 6.3694963674e-03
3.8900000000e+02 1.1775312596e-01 6.3016719981e-03
3.9000000000e+02 1.1315374820e-01 5.8499408660e-03
3.9100000000e+02 1.0834649094e-01 5.5308857664e-03
3.9200000000e+02 1.0317967649e-01 5.6791898885e-03
3.9300000000e+02 9.9947235147e-02 5.6045276231e-03
3.9400000000e+02 1.0093143846e-01 4.9813156820e-03
3.9500000000e+02 1.0451389875e-01 4.7803607351e-03
3.9600000000e+02 1.0782632890e-01 5.1901296448e-03
3.9700000000e+02 1.0818972131e-01 5.4344709091e-03
3.9800000000e+02 1.1067390669e-01 5.5253655136e-03
3.9900000000e+02 1.1660605093e-01 5.3121511829e-03
4.0000000000e+02 1.1787786838e-01 5.8390445615e-03
4.0100000000e+02 1.1407823234e-01 5.8006636337e-03
4.0200000000e+02 1.0840536555e-01 5.3386800838e-03
4.0300000000e+02 1.0528319515e-01 5.8894469514e-03
4.0400000000e+02 1.0686435089e-01 5.9845941524e-03
4.0500000000e+02 1.0763182849e-01 5.5519710452e-03
4.0600000000e+02 1.0876170249e-01 5.4417831521e-03
4.0700000000e+02 1.0595812195e-01 5.5919831339e-03
4.0800000000e+02 1.0642505158e-01 5.7709096353e-03
4.0900000000e+02 1.0553979630e-01 6.0708507798e-03
4.1000000000e+02 1.0809573145e-01 5.9807169749e-03
4.1100000000e+02 1.0800989976e-01 5.8546231221e-03
4.1200000000e+02 1.0595154359e-01 5.7023396181e-03
4.1300000000e+02 1.0570642945e-01 5.9215400456e-03
4.1400000000e+02 1.0528137785e-01 5.7733850820e-03
4.1500000000e+02 1.0416303712e-01 5.5189950862e-03
4.1600000000e+02 1.0270058521e-01 5.5263205247e-03
4.1700000000e+02 1.0420998995e-01 6.0453712667e-03
4.1800000000e+02 1.0813695957e-01 6.5049112387e-03
4.1900000000e+02 1.1021424199e-01 6.6650398017e-03
4.2000000000e+02 1.0902925953e-01 6.2295158461e-03
4.2100000000e+02 1.0683894857e-01 6.0847980639e-03
4.2200000000e+02 1.1481597768e-01 5.4803117885e-03
4.2300000000e+02 1.1521565070e-01 5.5341485423e-03
4.2400000000e+02 1.1122421624e-01 5.6791968449e-03
4.2500000000e+02 1.0591660610e-01 5.9494331394e-03
4.2600000000e+02 1.0434194127e-01 5.6062582249e-03
4.2700000000e+02 1.0507931373e-01 5.5477163605e-03
4.2800000000e+02 1.0293006595e-01 5.1984778641e-03
4.2900000000e+02 1.0493695309e-01 5.7051226782e-03
4.3000000000e+02 1.0736614910e-01 5.9236094065e-03
4.3100000000e+02 1.0352340190e-01 5.8285401653e-03
4.3200000000e+02 9.9786527402e-02 5.6077761235e-03
4.3300000000e+02 9.7994189026e-02 5.5295843875e-03
4.3400000000e+02 1.0439447684e-01 5.2940320176e-03
4.3500000000e+02 1.1119645189e-01 5.1389358757e-03
4.3600000000e+02 1.1185604428e-01 5.0138393976e-03
4.3700000000e+02 1.0576137545e-01 5.3134321426e-03
4.3800000000e+02 1.0484545101e-01 4.8849912511e-03
4.3900000000e+02 1.0165564307e-01 5.0347615709e-03
4.4000000000e+02 9.7835809328e-02 5.1640927391e-03
4.4100000000e+02 9.7721366558e-02 5.3938402097e-03
4.4200000000e+02 1.0151512293e-01 5.4328881167e-03
4.4300000000e+02 1.0836222024e-01 5.6889284767e-03
4.4400000000e+02 1.1196785243e-01 5.7101464195e-03
4.4500000000e+02 1.0681247921e-01 5.7110683778e-03
4.4600000000e+02 1.0567742424e-01 5.4269433135e-03
4.4700000000e+02 1.0484953467e-01 5.2686296101e-03
4.4800000000e+02 1.0371896048e-01 5.7433195138e-03
4.4900000000e+02 1.0182957035e-01 6.1222585148e-03
4.5000000000e+02 1.0438729297e-01 6.3961012745e-03
4.5100000000e+02 1.1301667066e-01 5.9390234524e-03
4.5200000000e+02 1.1639545474e-01 5.8015024815e-03
4.5300000000e+02 1.1435500802e-01 5.6383782216e-03
4.5400000000e+02 1.0977565147e-01 5.7252015224e-03
4.5500000000e+02 1.0427634543e-01 5.5894516592e-03
4.5600000000e+02 9.8647378138e-02 5.5287255337e-03
4.5700000000e+02 9.7191487655e-02 5.3993490243e-03
4.5800000000e+02 9.8981917346e-02 5.2712041859e-03
4.5900000000e+02 9.9251799553e-02 5.3443581703e-03
4.6000000000e+02 1.0057683009e-01 5.0392190029e-03
4.6100000000e+02 1.0187689120e-01 5.0516613187e-03
4.6200000000e+02 1.0266434850e-01 5.2328724142e-03
4.6300000000e+02 1.0460053791e-01 5.4760014822e-03
4.6400000000e+02 1.0197652841e-01 5.4508971809e-03
